Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,PE_BLI,Program_Element_Budget_Line_Item_BLI_Title,Include_In_TOA,FY_2025_Actuals,FY_2025_Reconciliation,FY_2025_Total,FY_2026_Discretionary_Enacted,FY_2026_PL_119_21_Spend_Plan,FY_2026_Total,FY_2027_Discretionary_Request,FY_2027_Mandatory_Request,FY_2027_Total,Classification
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,03,Advanced technology development,77,0603945D8Z,International Innovation Initiatives,Y,54234,,54234,181497,,181497,158345,,158345,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,03,Advanced technology development,78,0603950D8Z,National Security Innovation Network,Y,1586,,1586,,21202,21202,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,03,Advanced technology development,79,0604055D8Z,Operational Energy Capability Improvement,Y,152656,,152656,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",SOCOM,03,Advanced technology development,80,1160402BB,SOF Advanced Technology Development,Y,190299,,190299,176345,,176345,126085,,126085,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,81,0603161D8Z,"Nuclear Matters, Advanced Component Development & Prototypes",Y,62091,,62091,55308,,55308,44685,,44685,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,82,0603600D8Z,WALKOFF,Y,146245,,146245,151244,,151244,227158,,227158,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,83,0603851D8Z,Environmental Security Technical Certification Program,Y,147548,,147548,123298,,123298,125066,,125066,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,84,0603881C,Ballistic Missile Defense Terminal Defense Segment,Y,287414,,287414,465312,,465312,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,85,0603882C,Ballistic Missile Defense Midcourse Defense Segment,Y,739110,,739110,757164,,757164,1360611,,1360611,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,04,Advanced component development and prototypes,86,0603884BP,Chemical and Biological Defense Program - Dem/Val,Y,283725,,283725,267204,,267204,391307,,391307,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,87,0603884C,Ballistic Missile Defense Sensors,Y,226654,,226654,181320,8000,189320,865420,,865420,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,88,0603890C,BMD Enabling Programs,Y,611095,,611095,599861,,599861,1457437,,1457437,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,89,0603891C,Special Programs - MDA,Y,477352,,477352,443130,77000,520130,1742778,,1742778,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,90,0603892C,AEGIS BMD,Y,653640,,653640,550988,,550988,927870,,927870,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,91,0603896C,"Ballistic Missile Defense Command and Control, Battle Management and Communications (C2BMC)",Y,567620,,567620,597396,23000,620396,939987,,939987,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,92,0603898C,Ballistic Missile Defense Joint Warfighter Support,Y,49233,,49233,45545,,45545,50430,,50430,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,93,0603904C,Missile Defense Integration & Operations Center (MDIOC),Y,53551,,53551,51514,,51514,57892,,57892,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,94,0603906C,Regarding Trench,Y,27371,,27371,28342,,28342,29807,,29807,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,95,0603907C,Sea Based X-Band Radar (SBX),Y,193958,,193958,166813,,166813,274204,,274204,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,96,0603913C,Israeli Cooperative Programs,Y,300000,,300000,300000,,300000,300000,,300000,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,97,0603914C,Ballistic Missile Defense Test,Y,355503,,355503,459074,530000,989074,1065474,,1065474,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,98,0603915C,Ballistic Missile Defense Targets,Y,601524,,601524,514882,,514882,518506,,518506,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,99,0603923D8Z,Coalition Warfare,Y,9828,,9828,10062,,10062,10082,,10082,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,100,0604011D8Z,Next Generation Information Communications Technology (5G),Y,89270,,89270,71278,,71278,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,101,0604016D8Z,Department of Defense Corrosion Program,Y,2600,,2600,2545,,2545,2675,,2675,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,102,0604023D8Z,Joint Munitions Component Prototyping,Y,,,,,,,7893,,7893,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,103,0604102C,Guam Defense Development,Y,412042,,412042,127742,44500,172242,212413,,212413,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,104,0604115C,Technology Maturation Initiatives,Y,2500,,2500,5000,,5000,59700,,59700,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,105,0604124D8Z,Chief Digital and Artificial Intelligence Officer (CDAO) - MIP,Y,10315,,10315,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,106,0604125D8Z,Advanced Manufacturing Components and Prototypes,Y,21193,,21193,64801,,64801,52122,,52122,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,107,0604162D8Z,Chemical and Biological Weapons Elimination Technology Development,Y,,,,,,,945,,945,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,108,0604181C,Hypersonic Defense,Y,175893,,175893,182990,,182990,213783,,213783,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,109,0604250D8Z,Advanced Innovative Technologies,Y,914593,,914593,770844,1002000,1772844,2626130,,2626130,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,110,0604294D8Z,Trusted & Assured Microelectronics,Y,638321,150000,788321,549186,,549186,156743,,156743,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,111,0604331D8Z,Rapid Prototyping Program,Y,67434,,67434,232635,706200,938835,238800,1394000,1632800,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,04,Advanced component development and prototypes,112,0604331J,Rapid Prototyping Program,Y,7429,,7429,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,113,0604341D8Z,Defense Innovation Unit (DIU) Prototyping,Y,31700,,31700,15000,,15000,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,114,0604400D8Z,Department of Defense (DoD) Unmanned System Common Development,Y,9178,,9178,11971,1000000,1011971,2024,34627,36651,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,115,0604539D8Z,Defense Autonomous Warfare Group,Y,,,,,225900,225900,1000000,53599650,54599650,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,04,Advanced component development and prototypes,116,0604551BR,Catapult Information System,Y,7290,,7290,3992,,3992,7500,,7500,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,117,0604555D8Z,Operational Energy Prototyping - Non S&T,Y,48723,,48723,65462,29000,94462,53505,,53505,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,118,0604669D8Z,Microelectronics Commons - Advanced Component Development (ACD),Y,62704,,62704,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,119,0604679D8Z,Office of Strategic Capital (OSC),Y,,,,2000,,2000,18955,,18955,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,120,0604682D8Z,Support for Strategic Analysis,Y,1502,,1502,2737,,2737,2802,,2802,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,121,0604790D8Z,Rapid Defense Experimentation Reserve (RDER),Y,23052,,23052,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,122,0604791D8Z,Multi-Domain Joint Operations (MDJO),Y,,,,2310,1000,3310,32001,2400000,2432001,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,123,0604797D8Z,Joint Energetic Transition Office,Y,,,,2986,1000,3986,6278,500000,506278,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,04,Advanced component development and prototypes,124,0604826J,"Joint C5 Capability Development, Integration and interoperability Assessments",Y,28897,,28897,25706,,25706,28314,,28314,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,125,0604834D8Z,Biosurveillance Program Development & Prototyping,Y,,,,,,,7000,,7000,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,126,0604873C,Long Range Discrimination Radar (LRDR),Y,95584,,95584,55856,,55856,125074,,125074,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,127,0604874C,Improved Homeland Defense Interceptors,Y,1619530,,1619530,1510505,,1510505,1344824,,1344824,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,128,0604876C,Ballistic Missile Defense Terminal Defense Segment Test,Y,25323,,25323,37784,,37784,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,129,0604878C,Aegis BMD Test,Y,113913,,113913,143618,,143618,61969,,61969,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,130,0604879C,Ballistic Missile Defense Sensor Test,Y,95551,,95551,68699,,68699,52919,,52919,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,131,0604880C,Land-Based SM-3 (LBSM3),Y,21631,,21631,24309,,24309,25102,,25102,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,132,0604887C,Ballistic Missile Defense Midcourse Segment Test,Y,39787,,39787,38325,,38325,53761,,53761,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,133,0604924D8Z,High Energy Laser Advanced Component Development & Prototype,Y,2850,,2850,5528,,5528,44485,,44485,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,134,0202057C,Safety Program Management,Y,2118,,2118,1801,,1801,2146,,2146,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,04,Advanced component development and prototypes,135,0208059JCY,CYBERCOM Activities,Y,35700,,35700,30212,,30212,31735,,31735,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,04,Advanced component development and prototypes,136,0208085JCY,Robust Infrastructure and Access,Y,78813,,78813,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CYBER,04,Advanced component development and prototypes,137,0208086JCY,Cyber Training Environment (CTE),Y,149145,,149145,124971,,124971,120814,,120814,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCAA,04,Advanced component development and prototypes,138,0300206R,Enterprise Information Technology Systems,Y,2162,,2162,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,139,0305103C,Cyber Security Initiative,Y,1895,,1895,2104,,2104,2160,,2160,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,140,0305245D8Z,Intelligence Capabilities and Innovation Investments,Y,51784,,51784,43596,,43596,15047,,15047,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,04,Advanced component development and prototypes,141,0901579D8Z,Office of Strategic Capital (OSC),Y,45410,,45410,,20000,20000,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,04,Advanced component development and prototypes,142,1206895C,Ballistic Missile Defense System Space Programs,Y,115442,,115442,71263,,71263,95819,,95819,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,143,0604122D8Z,JADC2 Development and Experimentation Activities,Y,141598,,141598,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,144,0604123D8Z,Chief Digital and Artificial Intelligence Officer (CDAO) - Dem/Val Activities,Y,330307,,330307,9066,5000,14066,11197,,11197,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,145,0604133D8Z,Alpha-1 Development Activities,Y,48506,,48506,395882,250000,645882,969825,500000,1469825,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,146,0604161D8Z,"Nuclear Matters, System Development & Demonstration",Y,13274,,13274,12790,,12790,14919,,14919,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,05,System development and demonstration,147,0604384BP,Chemical and Biological Defense Program - EMD,Y,251407,,251407,231539,,231539,261947,,261947,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,148,0604771D8Z,Joint Tactical Information Distribution System (JTIDS),Y,12426,,12426,10380,,10380,10200,23129,33329,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,05,System development and demonstration,149,0605000BR,Counter Weapons of Mass Destruction Systems Development,Y,14474,,14474,14777,,14777,16713,,16713,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DCMA,05,System development and demonstration,150,0605013BL,Information Technology Development,Y,4546,,4546,1192,,1192,13620,,13620,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,05,System development and demonstration,151,0605021SE,Homeland Personnel Security Initiative,Y,9526,,9526,9137,,9137,9334,,9334,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,152,0605022D8Z,Defense Exportability Program,Y,15201,,15201,6684,500000,506684,5943,,5943,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,153,0605027D8Z,OUSD(C) IT Development Initiatives,Y,7287,,7287,9627,14000,23627,273253,,273253,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DLA,05,System development and demonstration,154,0605080S,Defense Agency Initiatives (DAI) - Financial System,Y,30813,,30813,31714,20000,51714,51265,,51265,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,05,System development and demonstration,155,0605141BR,Mission Assurance Risk Management System (MARMS),Y,9207,,9207,9573,,9573,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,156,0605210D8Z,Defense-Wide Electronic Procurement Capabilities,Y,9138,,9138,9234,,9234,7918,17607,25525,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,157,0605294D8Z,Trusted & Assured Microelectronics,Y,145532,,145532,132785,,132785,51202,,51202,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,158,0605310D8Z,Military Aviation and Installation Assurance Siting Clearinghouse,Y,,,,,,,4072,,4072,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,159,0605649D8Z,Acquisition Integration and Interoperability (AI2),Y,14167,,14167,13365,,13365,92689,575868,668557,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,160,0605755D8Z,Radiological and Nuclear Defense Modernization System Development and Demonstration,Y,2041,,2041,3293,,3293,3090,,3090,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,161,0605772D8Z,"Nuclear Command, Control, & Communications",Y,3708,,3708,3114,,3114,2985,7975,10960,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,05,System development and demonstration,162,0205401JCA,Counter - Small Unmanned Aircraft Systems (JIATF-401),Y,,,,,6500,6500,580348,,580348,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,163,0305282D8Z,Joint Fires Network (JFN),Y,,,,,10075,10075,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,05,System development and demonstration,164,0305282K,Joint Fires Network (JFN),Y,,,,10000,,10000,35000,,35000,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,165,0305304D8Z,Real Property Analytics,Y,6890,,6890,6382,3000,9382,2573,,2573,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,166,0305310D8Z,Counterproliferation Advanced Development,Y,12847,,12847,12105,,12105,12751,,12751,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,05,System development and demonstration,167,0505167D8Z,Radiological and Nuclear Defense Modernization,Y,1497,,1497,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,168,0603829J,Joint Capability Experimentation,Y,11926,,11926,13724,,13724,12332,,12332,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,169,0604122D8Z,JADC2 Development and Experimentation Activities,Y,271605,,271605,293597,275000,568597,2109895,,2109895,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,170,0604538D8Z,Economic Defense Unit (EDU),Y,,,,,266450,266450,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,171,0604774D8Z,Defense Readiness Reporting System (DRRS),Y,11205,,11205,8492,,8492,8921,,8921,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,172,0604875D8Z,Joint Systems Architecture Development,Y,9371,,9371,8510,,8510,11094,,11094,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,173,0604940D8Z,Central Test and Evaluation Investment Development (CTEIP),Y,803846,,803846,807503,,807503,1153754,,1153754,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,174,0604942D8Z,Assessments and Evaluations,Y,1448,,1448,1257,,1257,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DARPA,06,Management support,175,0605001E,Mission Support,Y,122998,,122998,115673,,115673,108101,,108101,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,176,0605100D8Z,Joint Mission Environment Test Capability (JMETC),Y,192258,,192258,189690,250000,439690,234700,,234700,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,177,0605126J,Joint Integrated Air and Missile Defense Organization (JIAMDO),Y,63420,,63420,69706,,69706,69820,,69820,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,178,0605128D8Z,Classified Program USD(P),Y,180906,,180906,189800,,189800,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,179,0605131D8Z,Live Fire Testing,Y,,,,,,,9020,,9020,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,180,0605142D8Z,Systems Engineering,Y,23910,,23910,24606,,24606,21992,,21992,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,181,0605151D8Z,Studies and Analysis Support - OSD,Y,6174,,6174,5264,,5264,5255,,5255,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,182,0605161D8Z,Nuclear Matters Management Support,Y,18052,,18052,12384,15000,27384,21862,,21862,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,183,0605170D8Z,Support to Networks and Information Integration,Y,9366,,9366,15496,,15496,26878,,26878,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,184,0605200D8Z,General Support to OUSD(Intelligence and Security),Y,8555,,8555,8468,5000,13468,10695,,10695,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,06,Management support,185,0605384BP,Chemical and Biological Defense Program,Y,77455,,77455,68563,,68563,89467,,89467,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",CBDP,06,Management support,186,0605502BP,Small Business Innovative Research - Chemical Biological Def,Y,23554,,23554,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,06,Management support,187,0605502BR,Small Business Innovation Research,Y,15758,,15758,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,06,Management support,188,0605502C,Small Business Innovation Research - MDA,Y,110040,,110040,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,189,0605502D8Z,Small Business Innovative Research,Y,236706,,236706,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DARPA,06,Management support,190,0605502E,Small Business Innovative Research,Y,130133,,130133,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DLA,06,Management support,191,0605502S,Small Business Innovative Research,Y,9711,,9711,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,192,0605711D8Z,Critical Technology Analysis,Y,11129,,11129,11665,,11665,10913,,10913,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,193,0605790D8Z,Small Business Innovation Research (SBIR)/ Small Business Technology Transfer (STTR) Administration,Y,5346,,5346,8411,,8411,8435,,8435,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,194,0605797D8Z,Maintaining Technology Advantage,Y,30701,,30701,29365,,29365,35512,,35512,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,195,0605798D8Z,Defense Technology Analysis,Y,25744,,25744,44826,,44826,165450,,165450,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTIC,06,Management support,196,0605801KA,Defense Technical Information Center (DTIC),Y,70709,,70709,60002,,60002,57576,,57576,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,06,Management support,197,0605803SE,"R&D in Support of DoD Enlistment, Testing and Evaluation",Y,25407,,25407,35778,,35778,34359,,34359,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,198,0605804D8Z,Development Test and Evaluation,Y,36214,,36214,36990,,36990,35106,,35106,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DARPA,06,Management support,199,0605898E,Management HQ - R&D,Y,15587,,15587,13623,,13623,5383,,5383,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTIC,06,Management support,200,0605998KA,Management HQ - Defense Technical Information Center (DTIC),Y,3505,,3505,3466,,3466,3489,,3489,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,201,0606005D8Z,Special Activities,Y,17768,,17768,18384,,18384,19260,,19260,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,202,0606100D8Z,Budget and Program Assessments,Y,13749,,13749,12899,,12899,10678,,10678,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,203,0606114D8Z,Analysis Working Group (AWG) Support,Y,879,,879,5155,,5155,11668,,11668,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,204,0606135D8Z,Chief Digital and Artificial Intelligence Officer (CDAO) Activities,Y,8923,,8923,,,,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,205,0606220D8Z,Office of the Secretary of War Enterprise Transformation and Modernization,Y,,,,,,,75000,,75000,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,206,0606225D8Z,ODNA Technology and Resource Analysis,Y,2903,,2903,3461,,3461,3264,,3264,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,207,0606300D8Z,Defense Science Board,Y,4287,,4287,6481,,6481,6307,,6307,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,208,0606301D8Z,Aviation Safety Technologies,Y,1850,,1850,1690,,1690,986,,986,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,209,0606771D8Z,Cyber Resiliency and Cybersecurity Policy,Y,43755,,43755,23899,60000,83899,30746,,30746,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,210,0606774D8Z,Defense Civilian Training Corps,Y,26064,,26064,8636,,8636,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,211,0606775D8Z,Joint Production Accelerator Cell (JPAC),Y,,,,5458,,5458,6215,,6215,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,212,0606829D8Z,Sustainment Transition Capabilities,Y,,,,30000,,30000,29408,,29408,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DTRA,06,Management support,213,0606853BR,"Management, Technical & International Support",Y,9791,,9791,14672,,14672,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,214,0203345D8Z,Defense Operations Security Initiative (DOSI),Y,3046,,3046,2458,,2458,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,215,0204571J,Joint Staff Analytical Support,Y,7165,,7165,8013,,8013,5088,,5088,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,216,0207834D8Z,Biosurveillance Program,Y,,,,,,,7000,,7000,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,217,0208045K,C4I Interoperability,Y,65144,,65144,70893,,70893,72581,,72581,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",OSD,06,Management support,218,0303169D8Z,Information Technology Rapid Acquisition,Y,,,,4294,,4294,6416,,6416,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,219,0305172K,Combined Advanced Applications,Y,22831,,22831,5447,,5447,5566,,5566,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,221,0305208K,Distributed Common Ground/Surface Systems,Y,2988,,2988,2887,,2887,2951,,2951,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,222,0305248J,Joint Staff Office of the Chief Data Officer (OCDO) Activities,Y,12508,,12508,14398,,14398,67007,,67007,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",TJS,06,Management support,223,0804768J,COCOM Exercise Engagement and Training Transformation (CE2T2) - non-MHA,Y,128160,,128160,98303,,98303,90424,,90424,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,06,Management support,224,0808709SE,Defense Equal Opportunity Management Institute (DEOMI),Y,315,,315,388,,388,,,,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DHRA,06,Management support,225,0808737SE,Integrated Primary Prevention,Y,5096,,5096,5744,,5744,5768,,5768,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",MDA,06,Management support,226,0901598C,Management HQ - MDA,Y,32186,,32186,28719,,28719,31863,,31863,U
0400D,"Research, Development, Test and Evaluation, Defense-Wide",DISA,06,Management support,227,0903235K,Joint Service Provider (JSP),Y,2162,,2162,1283,,1283,,,,U
